A burnt child shuns fire.<|>anon
A camel will go through the eye of a needle before a rich man enters heaven.<|>anon
A candle, by consuming itself, gives light to others.<|>anon
A carefree boy without a horse: if you don't feed a horse, you can't ride it.<|>anon
A cat dreams of mice.<|>anon
A cat in gloves catches no mice.<|>anon
A cat lands on all fours.<|>anon
A cat may look at a king.<|>anon
A centipede though dead will not fall.<|>anon
A chain is no stronger than its weakest link.<|>anon
A chain is only as strong as its weakest link.<|>anon
A cheerful look makes a dish a feast.<|>anon
A cheerful wife is the joy of life.<|>anon
A cheerful wife is the spice of life.<|>anon
A cheerless home without master or mistress, though the day is sunny.<|>anon
A chicken at home feels like daal.<|>anon
A chicken likes her own eggs best.<|>anon
A child laughs after having eaten and cries after having had no food.<|>anon
A child should speak only when the cat is laying eggs and the chicken is pissing.<|>anon
A child's heart and hands are soon filled.<|>anon
A church axe and a iron shovel will pay the pauper's debts.<|>anon
A city that parleys is half gotten.<|>anon
A civil denial is better than a rude grant.<|>anon
A clean conscience is the best pillow.<|>anon
A clean fast is better than a dirty breakfast.<|>anon
A clean hand wants no washing.<|>anon
A clear conscience is a coat of mail.<|>anon
A clear conscience laughs at false accusations.<|>anon
A clenched fist can neither give nor take.<|>anon
A close mouth catches no flies.<|>anon
A closed mouth catches no flies.<|>anon
A cock is valiant on his own dunghill.<|>anon
A cock knows what is good, despite its bony beak.<|>anon
A cold hand, a warm heart.<|>anon
A cold May and a wet June fill the cellars and granaries.<|>anon
A cold may and a wet june fill the cellars and granaries.<|>anon
A colt you may break but an old horse you never can.<|>anon
A company in distress makes sorrow less.<|>anon
A constant drip wears the stone.<|>anon
A covetous man does nothing that he should till he dies.<|>anon
A cow costs a copeck in Moscow, but it costs dear when it is brought here.<|>anon
A coward will never bed a pretty woman.<|>anon
A cracked bell can never sound well.<|>anon
A craft is no burden.<|>anon
A crafty fox never preys near his den.<|>anon
A creaking door hangs long on its hinges.<|>anon
A crow doesn't pick out another crow's eyes.<|>anon
A crow sits next to a crow.<|>anon
A crow's nest can't be found if it doesn't crow.<|>anon
A cuckoo calls its name.<|>anon
A curst cow has short horns.<|>anon
A danger foreseen is half avoided.<|>anon
A dark man, a soft heart.<|>anon
A day is never so long that night does not follow.<|>anon
A dead wolf is a healthy sheep.<|>anon
A debt never rots.<|>anon
A disease known is half cured.<|>anon
A distant relative is like the sixth water the churn is rinsed with.<|>anon
A dog barks for anyone who feeds him.<|>anon
A dog does not bark at his family members.<|>anon
A dog does not bite his family members.<|>anon
A dog does not eat hay nor give to others.<|>anon
A dog in the manger.<|>anon
A dog knows his fart, an evil-doer his deeds.<|>anon
A dog knows his master.<|>anon
A dog will run out of piss before a bad wife out of stories.<|>anon
A dog will run out of piss before a drunkard out of spirits.<|>anon
A dog won't bark if it isn't pestered, nor will a cat claw if it isn't bothered.<|>anon
A drop does not fill the sea.<|>anon
A drop in the bucket.<|>anon
A drowning man plucks at a straw.<|>anon
A drowning man will catch at a straw.<|>anon
A drowning man will catch at any straw.<|>anon
A drowning man will cling to a straw.<|>anon
A drunkard’s purse is a bottle.<|>anon
A fair face and a foul heart.<|>anon
A fair face may hide a foul heart.<|>anon
A fat housekeeper makes lean executors.<|>anon
A father doing good things will have a similar son.<|>anon
A fault confessed is half redressed.<|>anon
A feather in the beak of the flier, two under the arm of the goer.<|>anon
A fifth wheel on a cart is too much.<|>anon
A fire will burn its surroundings.<|>anon
A fire's belly is never full.<|>anon
A fish begins first to smell at the head.<|>anon
A fish out of water.<|>anon
A fish rots from the head down.<|>anon
A fish stinks from the head.<|>anon
A fish wants to swim.<|>anon
A fist shouldn't be shown after a quarrel.<|>anon
A fly in the ointment.<|>anon
A fool always finds a greater fool to admire him.<|>anon
A fool always finds one still more foolish to admire him.<|>anon
A fool always rushes to the fore.<|>anon
A fool and his money are soon parted.<|>anon
A fool at forty is a fool indeed.<|>anon
A fool has a fool's luck.<|>anon
A fool is always a fool.<|>anon
A fool is ever laughing.<|>anon
A fool is known by his laugh.<|>anon
A fool laughs at nothing.<|>anon
A fool may ask more questions in an hour than a wise man can answer in seven years.<|>anon
A fool may give a wise man counsel.<|>anon
A fool may make money, but it takes a wise man to spend it.<|>anon
A fool may put something in a wise body's head.<|>anon
A fool may throw a stone into a well which a hundred wise men cannot pull out.<|>anon
A fool may throw a stone into a well, which a hundred wise men cannot pull out.<|>anon
A fool spends his time working.<|>anon
A fool will not notice the tasty slice, nor will a pig savour the salted fish.<|>anon
A fool's heart is in his mouth, a wise man's mouth is in his heart.<|>anon
A fool's money is not long in his pocket.<|>anon
A fool's tongue runs before his wit.<|>anon
A foolish consistency is the hobgoblin of little minds,.<|>anon
A foolish friend is like an open enemy.<|>anon
A forced kindness deserves no thanks.<|>anon
A foreign land is a land of wolves.<|>anon
A forest is a poor man's coat.<|>anon
A forgetful head makes a weary pair of heels.<|>anon
A foul morn may turn to a fair day.<|>anon
A fox has a fine life: northerly wind and sunshine.<|>anon
A fox is not taken twice in the same snare.<|>anon
A fox should not be of the jury at a goose's trial.<|>anon
A friend in need is a friend indeed.<|>anon
A friend in need's a friend indeed.<|>anon
A friend is easier lost than found.<|>anon
A friend is known in adversity, like gold is known in fire.<|>anon
A friend is never known till needed.<|>anon
A friend is recognised in need.<|>anon
A friend to all is a friend to none.<|>anon
A friend to everybody is a friend to nobody.<|>anon
A friend's frown is better than a foe's smile.<|>anon
A friend’s frown is better than a foe’s smile.<|>anon
A friend’s frown is better than a fool’s smile.<|>anon
A friend’s slap has honest intentions, your enemies’ kisses are meant to deceive.<|>anon
A frog in a well does not know the great ocean.<|>anon
A fruit-bearing tree bends.<|>anon
A full purse makes the mouth to speak.<|>anon
A generous confession disarms slander.<|>anon
A girl from four, a wife from five, and a mother from six.<|>anon
A goat must find its food from where it's tied.<|>anon
A golden bit does not make the horse any better.<|>anon
A golden key opens any gate but that of heaven.<|>anon
A good advice is part of the religion.<|>anon
A good anvil does not fear the hammer.<|>anon
A good beginning is half the battle.<|>anon
A good beginning makes a good ending.<|>anon
A good beginning makes a good ending; well begun is half done.<|>anon
A good child vomits, a bad one shits a lot.<|>anon
A good conscience is a soft pillow; a safe conscience makes a sound sleep.<|>anon
A good deed is never lost.<|>anon
A good dog deserves a good bone.<|>anon
A good example is the best sermon.<|>anon
A good face is a letter of recommendation.<|>anon
A good friend is worth many relations.<|>anon
A good horse is a member of the family.<|>anon
A good husband makes a good wife.<|>anon
A good jack makes a good jill.<|>anon
A good listener needs few words.<|>anon
A good man manages on his own.<|>anon
A good marksman may miss.<|>anon
A good mind possess a kingdom.<|>anon
A good name is better than riches.<|>anon
A good name is sooner lost than won.<|>anon
A good name is the best of all treasures.<|>anon
A good name keeps its lustre in the dark.<|>anon
A good promise is better than a poor favour.<|>anon
A good soup is never cooked in envy's kettle.<|>anon
A good thing will praise itself.<|>anon
A good tool does already half of the work.<|>anon
A good wife is a goodly prize.<|>anon
A good wife makes a good husband.<|>anon
A good wife supports her husband, a bad wife is poison to him.<|>anon
A good word never broke a tooth.<|>anon
A great dowry is a bed full of brambles.<|>anon
A great fortune is a great slavery.<|>anon
A great friend is plato, but a greater friend is truth.<|>anon
A great ship asks deep waters.<|>anon
A great talker is a great liar.<|>anon
A group is composed of a motley.<|>anon
A guest is a witch in the house.<|>anon
A guest won't lay a house to ruin, but indolence will.<|>anon
A guilty conscience is a self-accuser.<|>anon
A guilty conscience needs no accuser.<|>anon
A guilty mind betrays itself.<|>anon
A habit is not as easy to change as a house's yard.<|>anon
A hard nut to crack.<|>anon
A hardworking mother raises lazy children.<|>anon
A healthy wife for the husband, a rich sister for the brother.<|>anon
A hearty laugh lengthens your life.<|>anon
A heavy purse makes a light heart.<|>anon
A hedge between keeps friendship green.<|>anon
A helper's wages are paid with evil.<|>anon
A herring does not know who will eat it, nor does a maid know her suitor.<|>anon
A honey tongue and a heart of gall.<|>anon
A honey tongue, a heart of gall.<|>anon
A horse does not thank for the wedding, nor a priest for long holidays.<|>anon
A horse has four legs, yet it often falls.<|>anon
A horse may trip.<|>anon
A horse's milk has more fat.<|>anon
A house shows its habits.<|>anon
A house will receive a whore, but even a field will not take a thief.<|>anon
A house without woman and firelight is like a body without soul or sprite.<|>anon
A hundred friends is worth more than a hundred roubles.<|>anon
A hungry belly has no ears.<|>anon
A hungry devil will even eat a fly.<|>anon
A hungry man is an angry man.<|>anon
A hungry man, an angry man.<|>anon
A jack of all trades is master of none.<|>anon
A job will find its workman.<|>anon
A joke never gains an enemy but often loses a friend.<|>anon
A journey of a thousand miles always begins with a single step.<|>anon
A kind heart dies wretched.<|>anon
A king's favour is no inheritance.<|>anon
A kiss without a beard is like a coffee without cream.<|>anon
A large man has large trousers.<|>anon
A lawyer never goes to law himself.<|>anon
A lazy sheep think its wool heavy.<|>anon
A lazy sheep thinks its wool heavy.<|>anon
A lazy tailor uses a long thread.<|>anon
A lean fee is fit for a lazy clerk.<|>anon
A leopard can't change his spots.<|>anon
A liar is not believed when he speaks the truth.<|>anon
A liar should have a good memory.<|>anon
A lie begets a lie.<|>anon
A lie has no legs.<|>anon
A lie has short legs.<|>anon
A lie's legs are short.<|>anon
A light purse is a heavy curse.<|>anon
A light purse makes a heavy heart.<|>anon
A line inscribed in water.<|>anon
A lion at home, a mouse abroad.<|>anon
A lion on me and an ostrich in war.<|>anon
A little bird told me.<|>anon
A little body often harbours a great soul.<|>anon
A little each day, a lot each week.<|>anon
A little fire is quickly trodden out.<|>anon
A little fish is supper for a large fish.<|>anon
A little keeps alive, a nothing kills.<|>anon
A little knowledge is a dangerous thing.<|>anon
A living dog is better than a dead lion.<|>anon
A loamy field does not bear a dainty plougher.<|>anon
A long sack is needed when waiting for someone to die.<|>anon
A lot of donkeys means a lot of hay.<|>anon
A lot of work when being a maid, even more as a mistress.<|>anon
A low hedge is easily leaped over.<|>anon
A maid that is praised should not be taken as a wife.<|>anon
A man bears a name, a dog gives a name.<|>anon
A man can die but once.<|>anon
A man can do no more than he can.<|>anon
A man does not feel a burden of his own choosing.<|>anon
A man in debt is caught in a net.<|>anon
A man is a wife's head as a cat is a mouse's head.<|>anon
A man is as old as he feels.<|>anon
A man is known by his horse.<|>anon
A man is known by his words.<|>anon
A man is known by the company he keeps.<|>anon
A man keeps as his own what he finds from a fish-trap.<|>anon
A man must live according to his fortune.<|>anon
A man of many trades begs his bread on Sunday.<|>anon
A man of many trades begs his bread on sunday.<|>anon
A man of words and not of deeds is like a garden full of weeds.<|>anon
A man pleads anothers's cause with a stick.<|>anon
A man resembles his work.<|>anon
A man sleeps very soundly on another man's wound.<|>anon
A man spends his time working.<|>anon
A man without shame is always full.<|>anon
A man's age is long, the world's shore wide.<|>anon
A man's enemies are they of his own household.<|>anon
A man's worst enemies are often those of his own house.<|>anon
A mans worst enemies are often those of his own house.<|>anon
A man’s house is his castle.<|>anon
A mare is sold in the courtyard, a maiden is sold in her father's house.<|>anon
A mare's kick is nothing but a pat.<|>anon
A married man is a woman's man, a bachelor is a mother's boy.<|>anon
A messenger has no guilt.<|>anon
A mighty power in moscow said he who has no horse will travel by foot.<|>anon
A miserly father begets a squandering son.<|>anon
A miserly father makes a prodigal son.<|>anon
A miss is as good as a mile.<|>anon
A mosquito can make the lion's eye bleed.<|>anon
A mosquito is noticed in the eyes of another, but not an elephant in the eyes of ones own self.<|>anon
A mother is a school, preparing her is like preparing a good nation.<|>anon
A mother's lap is softer than a feather.<|>anon
A mother's love will bring you up from the bottom of the sea.<|>anon
A mountain never meets a mountain, but a man meets a man.<|>anon
A nagging wife works, a hardy wife quarrels.<|>anon
A near neighbor is better than a distant cousin.<|>anon
A needle in a haystack.<|>anon
A new broom sweeps clean.<|>anon
A new broom sweeps well.<|>anon
A new broome sweepeth cleane.<|>anon
A nice wife and a back door oft make a rich man poor.<|>anon
A nod from a lord is a breakfast for a fool.<|>anon
A north-westerly wind is the sky's broom.<|>anon
A northerly wind brings with it fair weather, an easterly wind rain.<|>anon
A pair shortens the road.<|>anon
A pauper's death does not carry far, though a rich man's illness all the more.<|>anon
A pawn will surely bring home your own.<|>anon
A penny for your thoughts.<|>anon
A penny minted stays a penny.<|>anon
A penny saved is a penny gained.<|>anon
A penny soul never came to twopence.<|>anon
A perch makes its own decisions: it takes the bait if it wants.<|>anon
A person slips, and a ladder falls on him.<|>anon
A picture paints a thousand words.<|>anon
A picture says more than a thousand words.<|>anon
A pig grows fat in the mud.<|>anon
A pig will always be a pig, even if you put a golden saddle on its back.<|>anon
A pike will even eat a frog after swimming across a large lake, a man will even marry a wicked woman after being without one for a week .<|>anon
A pike will even eat a frog after swimming across a large lake, a man will even marry a wicked woman after being without one for a week.<|>anon
A pipe does not feed a family, nor does a kantele support the folk.<|>anon
A pitcher that goes oft to the well is broken at last.<|>anon
A place for each thing and each thing in its place.<|>anon
A poke in the eye for those, who dwell on the past.<|>anon
A poor bird decorates itself with another bird's feathers.<|>anon
A poor craftsman blames his tools.<|>anon
A poor man's pipe does not sound.<|>anon
A poor man's word is not accepted without cursing.<|>anon
A poor workman always blames his tools.<|>anon
A poor workman blames his tools.<|>anon
A pot of gold is needed to keep the gifts from loneliness.<|>anon
A pound of care won’t pay an ounce of debt.<|>anon
A pretty honour, chicken shit on a table.<|>anon
A pretty pod, but a worm inside.<|>anon
A problem is solved when it gets tougher.<|>anon
A problem shared is a problem halved.<|>anon
A promise is a debt, it's always been said.<|>anon
A promise is a debt.<|>anon
A promise will not impoverish a house.<|>anon
A prophet is not recognized in his own land.<|>anon
A public hall is never swept.<|>anon
A quiet conscience sleeps in thunder.<|>anon
A rabbit aims for the moon.<|>anon
A rat who gnaws at a cat's tail invites destruction.<|>anon
A rich man may end up poor and the beggar may rise to be a general.<|>anon
A road to travel on, a fallen tree to rest on.<|>anon
A rod does not make a child worse.<|>anon
A rolling stone gathers no moss.<|>anon
A rose between two thorns.<|>anon
A round peg in a square hole.<|>anon
A roving dog runs against a stick.<|>anon
A Russian is a Russian even if cooked in butter.<|>anon
A safe conscience makes a sound sleep.<|>anon
A scalded cat fears cold water.<|>anon
A servant who has two masters, lies to one of them.<|>anon
A shameless person will be happy with a thorny tree on his backside.<|>anon
A sheep will eat a hay load even through a bore hole.<|>anon
A shoemaker must not go beyond his laft.<|>anon
A short cut is often a wrong cut.<|>anon
A short hymn is quickly sung.<|>anon
A shy cat makes a proud mouse.<|>anon
A silent fool is counted wise.<|>anon
A single swallow doth not the summer make.<|>anon
A sinking man will try to catch any rope.<|>anon
A sleepy master makes his servant a lout.<|>anon
A slow fire makes sweet meat.<|>anon
A sluggard's days are the longest.<|>anon
A small leak will sink a great ship.<|>anon
A small lie sweetens talk.<|>anon
A small solotnikke.<|>anon
A small tuft often tumbles a big load.<|>anon
A small wound and a poor relative have to be heeded.<|>anon
A snotnose may grow up to be a man; but he who laughs without cause, never.<|>anon
A soft answer calms the wrath.<|>anon
A soft answer turns away wrath.<|>anon
A sound mind in a sound body.<|>anon
A spaniel, a woman and a walnut tree; the more they're beaten, the better still they be.<|>anon
A splinter doesn't land far from the trunk.<|>anon
A stick has two ends.<|>anon
A stick is easily found to beat a dog.<|>anon
A stick is easy found to beat a dog.<|>anon
A stitch in time saves nine.<|>anon
A stomach must be served a lifetime.<|>anon
A stopped clock is right twice a day.<|>anon
A store is no sore.<|>anon
A store is no sore; keep a thing seven years and you'll find a use for it.<|>anon
A storm in a teacup.<|>anon
A story never loses in the telling.<|>anon
A stranger is blind even when he sees.<|>anon
A stranger though he has a bed will return home.<|>anon
A stranger's bread is bitter to eat.<|>anon
A stranger's cunt is the prick's sweetmeat.<|>anon
A stranger's eyes can see the fault.<|>anon
A swallow makes no summer.<|>anon
A table without bread is not a table but bread is a table on its own.<|>anon
A tailor does not choose the cloth.<|>anon
A tall man has short wits.<|>anon
A tattler is worse than a thief.<|>anon
A thief knows a thief and a wolf knows a wolf.<|>anon
A thief knows a thief as a wolf knows a wolf.<|>anon
A thief passes for a gentleman when stealing has made him rich.<|>anon
A thief thinks everyone around him is a thief.<|>anon
A thing begun is half done.<|>anon
A thrashing will break no bones.<|>anon
A threatened blow is seldom given.<|>anon
A throw without a thrower.<|>anon
A tongue of a fool carves a piece of his heart to all that sit near him.<|>anon
A tongue will take you to Kiev.<|>anon
A tree doesn't fall with one blow.<|>anon
A tree is climbed from its base.<|>anon
A tree is known by its fruit.<|>anon
A tree is never felled on one side alone.<|>anon
A tree lies where it falls.<|>anon
A tree starts with a seed.<|>anon
A tree will break before it reaches heaven.<|>anon
A trough never searches for a horse, instead the horse searches for the trough.<|>anon
A true man earns his bread even from a rock.<|>anon
A truth teller finds the doors closed against him.<|>anon
A veil brings worries, linen low spirits.<|>anon
A vessel won't weep for its sides.<|>anon
A wager is a fool's argument.<|>anon
A wagtail kicks the ice.<|>anon
A watched pot never boils.<|>anon
A wet log doesn't burn.<|>anon
A whore has no honesty, a thief has no honour.<|>anon
A whore thanked me, a thief blamed me, but the good person left me in peace.<|>anon
A widow's love is like reheated potato soup.<|>anon
A wife isn't a kantele to hang on the wall.<|>anon
A wife should be sought from afar, a horse nearby.<|>anon
A wise child will not live long.<|>anon
A wise enemy as a companion is better than a foolish friend.<|>anon
A wise man changes his mind sometimes, a fool never.<|>anon
A wise man changes his mind, a fool never will.<|>anon
A wise man hears one word and understands two.<|>anon
A wolf in sheep's clothing.<|>anon
A wolf will eat its own cousin.<|>anon
A wolf will have its reasons when its mind is set on mutton.<|>anon
A wolf will not break a wolf.<|>anon
A woman is probably at the heart of the quarrel.<|>anon
A woman's advice is but slender, yet he that refuses it is a madman.<|>anon
A wonder lasts but nine days.<|>anon
A wonder lasts nine days.<|>anon
A word dropped from a song makes it all wrong.<|>anon
A word for a word.<|>anon
A word has feet.<|>anon
A word is enough to the wise.<|>anon
A word spoken is an arrow let fly.<|>anon
A word spoken is past recalling.<|>anon
A word to the wise is enough.<|>anon
A word to the wise is sufficient.<|>anon
A workman is known by his chips.<|>anon
A yawn flies from mouth to mouth as a squirrel flies from tree to tree.<|>anon
A young man's thoughts are like April weather.<|>anon
Absence makes the heart grow fonder.<|>anon
Accusing is proving, when malice and force sit judges.<|>anon
Acquire new knowledge by "warming up" old knowledge.<|>anon
Action speaks louder than words.<|>anon
Actions can boomerang.<|>anon
Actions have consequences.<|>anon
Actions speak louder than words.<|>anon
Actions speaks louder than voice.<|>anon
Adversity exists to be overcome.<|>anon
Adversity is a great schoolmaster.<|>anon
Adversity is the mother of wisdom.<|>anon
Adversity makes strange bedfellows.<|>anon
Advice comes too late when a thing is done.<|>anon
Advice most needed are the least heeded.<|>anon
Advice most needed is the least heeded.<|>anon
Advice sharpens a rusty opinion.<|>anon
Advice when most needed is least heeded.<|>anon
After a good cry, your heart is lighter.<|>anon
After a storm comes a calm.<|>anon
After a storm comes calm.<|>anon
After death, a person is holy.<|>anon
After dinner comes the reckoning.<|>anon
After dinner rest a while, after supper walk a mile.<|>anon
After dinner sit a while, after supper walk a mile.<|>anon
After dinner sleep a while, after supper walk a mile.<|>anon
After meat, mustard; after death the doctor.<|>anon
After rain comes fair weather.<|>anon
After rain comes fair weather; march winds and april showers bring forth may flowers.<|>anon
After rain comes sunshine.<|>anon
After the sweet, the leftover are thrown away.<|>anon
After three years at a village schoolhouse, even a dog can recite a poem.<|>anon
After us the deluge.<|>anon
After wit is every body's wit.<|>anon
Afterwards is no advice.<|>anon
Age and poverty are ill to bear.<|>anon
Age breeds aches.<|>anon
Agues come on horseback, but go away on foot.<|>anon
Aid yourself and the lord will help you.<|>anon
Alike children play the best.<|>anon
All are good lasses, but whence come the bad wives?<|>anon
All are good maids, but whence come the bad wives?<|>anon
All are not friends that speak us fair.<|>anon
All are not hunters that blow the horn.<|>anon
All are not merry that dance lightly.<|>anon
All are not saints that go to church.<|>anon
All are not thieves that dogs bark at.<|>anon
All asses wag their ears.<|>anon
All bread is not baked in one oven.<|>anon
All cats are grey in the dark.<|>anon
All cats are grey in the night.<|>anon
All covet, all lose.<|>anon
All ditches drive to the sea.<|>anon
All doors open to courtesy.<|>anon
All eggs should not be put in one basket,.<|>anon
All eggs should not be put in one basket.<|>anon
All good comes in threes.<|>anon
All good things are three.<|>anon
All good things come in threes.<|>anon
All hat and no cattle.<|>anon
All in good time.<|>anon
All is fish that comes to his net.<|>anon
All is fish that comes to net.<|>anon
All is fish that comes to the net.<|>anon
All is not lost that is in danger.<|>anon
All is not lost that is in peril.<|>anon
All is well that ends well.<|>anon
All lay load on the willing horse.<|>anon
All men can't be first.<|>anon
All men can't be masters.<|>anon
All methods are good except for the bad ones.<|>anon
All play and no work makes jack a mere toy.<|>anon
All promises are either broken or kept.<|>anon
All roads lead to rome.<|>anon
All roads lead to Rome.<|>anon
All sugar and honey.<|>anon
All that glimmers is not gold.<|>anon
All that glisters is not gold.<|>anon
All that glitters is not gold.<|>anon
All that is fair must fade.<|>anon
All that is known is not told.<|>anon
All they that take the sword shall perish with the sword.<|>anon
All things are difficult before they are easy.<|>anon
All truth must not be told at all times.<|>anon
All truths are not to be told.<|>anon
All work and no play make a jack a dull boy.<|>anon
All work and no play makes jack a dull boy.<|>anon
All's well that ends well.<|>anon
Allah is kind, and he likes those who are kind too.<|>anon
All’s fair in love and war.<|>anon
All’s fish that comes to his net.<|>anon
All’s well that ends well.<|>anon
Almost never killed a fly.<|>anon
Alone is strong.<|>anon
Also, every man is the smith of his own fortune.<|>anon
Also, nobody can serve two masters.<|>anon
Also: where God has a church the devil will have his chapel.<|>anon
Although you are throwing it into the river, measure it first.<|>anon
Always be prepared.<|>anon
Always bring more than you need.<|>anon
Always is a sluggard meaning to do.<|>anon
Always something.<|>anon
Among the blind the one-eyed man is king.<|>anon
Among the blind, the one-eyed is king.<|>anon
Among the blind, the oneeyed man is king.<|>anon
An accident rarely comes alone.<|>anon
An accident won't arrive with a bell on its neck.<|>anon
An age to an age is not a brother.<|>anon
An animal does not defecate in its nest.<|>anon
An animal does not defecate in its own nest.<|>anon
An ape is an ape, a varlet is varlet, though they be clad in silk and scarlet.<|>anon
An apple a day keeps the doctor away.<|>anon
An apple a day turns away illness.<|>anon
An apple does not fall far from the tree.<|>anon
An army marches on its stomach.<|>anon
An ass in a lion's skin.<|>anon
An ass is but an ass, though laden with gold.<|>anon
An ass loaded with gold climbs to the top of the castle.<|>anon
An awl doesn't stay in the sack.<|>anon
An early calf and a late lamb fare best.<|>anon
An empty bag will not stand upright.<|>anon
An empty cart rattles loudly.<|>anon
An empty drum gives off a loud sound.<|>anon
An empty hand is no lure for a hawk.<|>anon
An empty sack cannot stand upright.<|>anon
An empty vessel gives a greater sound than a full barrel.<|>anon
An ermine leaves more tracks on a wintry night than a mare with her colts in the summer.<|>anon
An evil chance seldom comes alone.<|>anon
An excuse is sometime more ugly than a guilt.<|>anon
An eye for an eye and a tooth for a tooth.<|>anon
An harmless-appearing confidant can bring down a city.<|>anon
An honest 'no' is better than an insincere 'yes'.<|>anon
An honest look covereth many faults.<|>anon
An honest tale speeds best, being plainly told.<|>anon
An hour in the morning is worth two in the evening.<|>anon
An idle brain is the devil's workshop.<|>anon
An idle brain is the devil’s workshop.<|>anon
An ill stake stands longest.<|>anon
An ill workman quarrels with his tools.<|>anon
An ill wound is cured, not an ill name.<|>anon
An illness feeds but does not fatten.<|>anon
An itch gives you nails.<|>anon
An oak is not felled at one stroke.<|>anon
An oath is the thief's God.<|>anon
An old ape has an old eye.<|>anon
An old bird is not to be caught with chaff.<|>anon
An old cat laps as much as a young kitlin.<|>anon
An old dog barks not in vain.<|>anon
An old dog doesn't bark lies.<|>anon
An old dog will learn no tricks.<|>anon
An old fox is never first to be snared by a fox trap.<|>anon
An old fox understands a trap.<|>anon
An old friend is better than two new ones.<|>anon
An old goat is never the more reverend for his beard.<|>anon
An old love does not rust.<|>anon
An old love never grows rusty.<|>anon
An old man is not to be laughed at.<|>anon
An old man sometimes has a colt's thoughts.<|>anon
An old ox makes a strait furrow.<|>anon
An old thief will one day be caught.<|>anon
An old wife grows young with a good man, but a maiden grows old with a bad man.<|>anon
An onion with a friend is a lamb.<|>anon
An open door may tempt a saint.<|>anon
An organised group lifts a mountain.<|>anon
An ounce of discretion is worth a pound of learning.<|>anon
An ounce of discretion is worth a pound of wit.<|>anon
An ounce of lying saves tons of explanations.<|>anon
An ounce of patience is worth a pound of brains.<|>anon
An ounce of prevention is worth a pound of cure.<|>anon
An ounce of preventions is better than a pound of cure.<|>anon
An ox is taken by the horns, and a man by the tongue.<|>anon
An ox needs its tail when a horsefly takes to flight.<|>anon
An unfortunate man would be drowned in a teacup.<|>anon
An unshod mocks a shoe.<|>anon
An X.<|>anon
And if you can't avoid him, don't believe him.<|>anon
And why beholdest thou the mote that is in thy brother's eye, but perceivest not the beam that is in thine own eye?<|>anon
Anger and haste hinder good counsel.<|>anon
Anger begins with madness and ends with regret.<|>anon
Anger is misery.<|>anon
Angry cats get scratched skin.<|>anon
Ants, fighting together, will vanquish the lion.<|>anon
Any port in a storm is shaken a little.<|>anon
Any port in a storm.<|>anon
Appearances are deceitful.<|>anon
Appearances deceive.<|>anon
Appetite comes with eating.<|>anon
Appetite grows as you eat.<|>anon
April and May the keys of the year.<|>anon
April and may the keys of the year.<|>anon
Arrogance over the arrogant is modesty.<|>anon
As a man lives so shall he die.<|>anon
As a tree falls so shall it lie.‎.<|>anon
As drunk as a lord.<|>anon
As far as the heavenssky from the earth.<|>anon
As innocent as a babe unborn.<|>anon
As is the music, thus will be the dance.<|>anon
